Date, Open, High, Low, Close
06/03/2021,49208,49403,47112,48549
16/10/2021,61444,62873,60162,60837
19/03/2024,66958,68094,62348,64421
07/04/2016,422,422,418,422
06/04/2016,422,423,421,422
05/04/2016,419,424,419,422
27/12/2015,420,424,409,422
28/03/2016,426,426,421,422
25/10/2024,68218,68796,65897,66726
27/10/2024,67086,67889,66858,67750
24/05/2017,2237,2470,2215,2470
08/01/2019,4007,4109,3950,4006
27/03/2019,3915,4032,3909,4006
07/01/2019,4036,4069,3969,4006
09/03/2020,8294,8313,7640,7846
22/03/2018,8880,9087,8499,8614
28/04/2018,9091,9416,8868,9382
19/07/2019,10527,10785,10123,10406
12/08/2019,11364,11575,11235,11430
05/01/2018,14876,16574,14821,16550
08/07/2023,30236,30378,30062,30118
24/09/2021,44803,45143,40750,42406
28/02/2021,47090,47173,43038,44966
08/10/2021,53976,56078,53672,54694
18/09/2024,59992,61309,59215,60070
25/04/2024,63958,64870,62806,64678
11/04/2016,421,423,419,423
26/02/2016,424,425,420,423
24/02/2016,420,425,411,423
27/02/2017,1175,1200,1173,1191
30/07/2018,8210,8275,7857,8103
20/09/2019,10113,10362,10070,10151
21/07/2019,10932,11109,10334,10407
03/09/2019,10190,10776,10190,10663
16/09/2022,19787,19891,19339,19623
15/07/2022,20593,21165,20375,21159
29/05/2022,28999,29432,28823,29095
14/07/2023,31665,31718,29947,30119
18/07/2021,31854,32277,31133,31655
14/12/2021,46619,47949,46283,47783
30/11/2021,58101,59223,55948,57511
25/02/2016,423,427,418,424
17/07/2016,664,683,662,680
17/04/2017,1178,1196,1170,1192
29/09/2018,6672,6675,6461,6568
04/10/2018,6434,6597,6415,6568
16/04/2020,6735,7133,6479,7080
22/11/2019,7582,7707,6796,7336
28/11/2019,7565,7650,7428,7592
25/03/2018,8911,8960,8376,8616
27/11/2022,16495,16585,16387,16552
24/09/2022,18816,19393,18807,19112
13/02/2023,21970,21977,21376,21672
02/03/2023,23415,23791,23210,23464
22/08/2023,26094,26222,25729,25768
21/06/2023,27999,30770,27893,30120
05/01/2022,46264,47059,43776,43944
20/12/2021,46807,47525,45589,47016
28/12/2021,51257,51312,47319,47784
29/04/2021,55473,56458,52532,52904
25/07/2024,65668,66058,63461,64680
14/04/2016,425,425,423,425
13/04/2016,425,427,423,425
12/04/2016,423,428,422,425
03/01/2016,435,435,424,425
27/12/2016,906,939,898,937
01/05/2017,1354,1461,1352,1449
12/10/2017,4836,5383,4790,5289
29/03/2018,7906,7998,7329,7337
07/02/2023,23008,23341,22646,23209
23/11/2023,37635,37855,36915,37289
07/03/2022,38862,39545,37179,37545
01/05/2022,38477,38651,37438,37801
06/10/2024,61841,62945,61713,62633
27/03/2016,416,427,416,426
30/12/2015,428,434,421,426
27/10/2016,673,688,669,682
13/01/2019,3634,3645,3486,3498
28/03/2019,4006,4035,3995,4010
09/01/2019,4006,4041,3967,4010
20/05/2024,66044,70058,66009,70058
06/07/2018,6511,6635,6454,6570
28/02/2020,8887,8896,8438,8618
10/03/2018,8994,9510,8847,8874
04/07/2020,9089,9193,9046,9130
27/02/2018,10260,10847,10144,10666
24/11/2022,16591,16779,16445,16554
17/12/2017,19209,19752,18729,19114
13/10/2022,19141,19497,18198,19370
16/10/2022,19103,19370,19000,19370
13/11/2023,37146,37419,36593,36778
26/12/2023,43422,43718,41689,42154
02/01/2022,47414,47957,46701,47018
17/04/2016,431,432,425,427
12/12/2015,452,471,406,427
28/02/2017,1191,1214,1179,1195
07/03/2024,67134,68051,65664,67755
26/07/2017,2484,2610,2407,2475
23/05/2018,8187,8197,7438,7595
30/05/2019,8692,9085,8544,8619
19/05/2020,9696,9896,9470,9643
22/06/2019,9908,11203,9856,10667
17/09/2020,10982,11048,10750,10923
04/03/2018,11295,11455,11058,11435
02/08/2022,22962,23445,22675,22955
03/08/2022,22955,23627,22705,23467
22/09/2023,26607,26731,26491,26539
20/11/2024,92601,94963,91517,94379
16/07/2021,31550,32250,31050,31915
25/03/2022,43948,45111,43621,44459
18/04/2016,427,430,426,428
29/12/2015,419,432,417,428
13/01/2016,447,447,422,428
14/06/2016,692,706,660,684
31/12/2022,16561,16629,16529,16556
26/08/2022,21601,21862,20549,20652
15/01/2023,20879,21066,20575,20908
18/08/2023,27857,27878,25392,26028
26/05/2022,29558,29845,28018,29356
17/03/2022,40894,41454,40549,40876
12/03/2021,57504,58121,55066,56748
16/07/2024,63452,65211,62457,65196
15/04/2016,425,430,424,429
02/03/2016,432,435,427,429
20/11/2018,4881,4911,4047,4269
03/10/2017,4400,4420,4234,4269
20/07/2018,7449,7682,7273,7341
03/11/2020,13672,13803,13299,13741
11/02/2023,21730,21772,21490,21677
26/08/2023,25956,26098,25947,26029
09/07/2021,33008,33691,32286,33453
08/01/2021,39174,41986,36673,39085
24/03/2022,42239,44233,42215,43949
21/06/2024,64974,65141,63367,64173
14/06/2024,66581,67308,65035,65453
19/04/2016,428,431,427,430
06/01/2016,432,432,426,430
07/04/2017,1185,1205,1177,1198
26/07/2024,64680,68132,64436,68014
13/12/2018,3437,3459,3230,3246
08/03/2024,67751,70136,66238,69294
20/03/2019,3995,4017,3965,4014
18/04/2019,5235,5313,5207,5294
09/05/2019,5903,6094,5853,6062
01/07/2018,6326,6424,6260,6318
04/06/2019,8562,8570,7505,7598
08/03/2018,9767,10107,9082,9390
11/03/2018,8874,9710,8498,9646
27/08/2019,10313,10393,10034,10158
04/09/2022,19710,19949,19599,19886
11/09/2023,25800,26006,24963,25006
16/09/2023,26410,26872,26384,26542
12/01/2025,94547,95351,93710,94638
08/07/2024,57136,58145,54317,56494
15/11/2021,64237,66331,63663,63918
16/04/2016,429,434,429,431
14/01/2016,428,434,427,431
27/02/2016,423,435,423,431
25/03/2017,978,978,891,943
21/08/2017,4142,4148,3960,4015
06/06/2019,7794,7921,7459,7599
22/04/2018,8788,9014,8723,8879
03/05/2020,8882,9200,8736,8879
24/07/2019,10136,10215,9515,9647
19/02/2020,10175,10300,10046,10159
19/10/2020,11445,11831,11418,11695
30/10/2022,20845,20932,20571,20655
16/11/2024,91487,91881,90117,90799
19/03/2023,27425,28434,26896,28335
31/12/2015,426,432,417,432
05/01/2016,434,435,429,432
01/03/2016,435,438,430,432
28/10/2016,682,689,679,688
09/03/2017,1165,1207,1135,1200
18/12/2018,3549,3571,3437,3504
01/11/2018,6304,6327,6294,6320
21/03/2018,8946,9168,8754,8880
06/08/2019,11761,12316,11542,11696
16/11/2022,16827,16980,16382,16560
24/07/2023,30086,30143,28872,29104
11/08/2023,29395,29525,29233,29360
24/06/2023,30904,30968,30278,30640
13/07/2023,30280,31809,30242,31664
01/01/2016,432,436,427,433
18/04/2018,7878,8156,7820,8113
13/05/2018,8492,8682,8345,8625
18/06/2020,9302,9478,9236,9393
04/05/2018,9635,9792,9514,9649
30/12/2022,16595,16643,16353,16561
08/06/2023,26489,26809,26146,26545
06/06/2021,35789,36455,34853,35761
28/02/2022,37967,41933,37045,41905
02/09/2021,48168,50375,48133,49329
28/03/2021,55820,56607,54704,55217
28/04/2021,54845,55776,53887,55473
28/02/2016,431,435,423,434
04/01/2016,425,435,425,434
18/04/2017,1192,1208,1183,1202
29/07/2017,2746,2800,2667,2738
07/06/2024,70452,71927,68535,69298
18/09/2017,3773,4109,3708,4018
02/05/2020,8725,9016,8676,8882
30/06/2020,9153,9231,9064,9138
23/06/2020,9564,9780,9564,9650
23/08/2019,10174,10469,10048,10418
14/09/2020,10310,10755,10254,10674
01/08/2022,23848,23890,22873,22962
02/01/2016,433,436,431,435
29/02/2016,434,442,431,435
21/12/2015,440,445,425,435
27/07/2024,68014,69404,67438,68275
14/06/2020,9406,9475,9314,9395
22/01/2023,23116,23214,22320,22451
22/04/2021,55501,55503,52249,52915
10/05/2021,57348,59582,55574,55731
25/09/2024,64333,64794,63002,63155
22/12/2015,435,444,434,436
13/06/2016,649,719,649,692
15/05/2017,1766,1800,1700,1716
25/07/2017,2771,2779,2451,2484
21/06/2019,9546,9948,9466,9908
20/07/2019,10406,11036,10386,10932
15/08/2022,24297,25204,23902,23988
02/11/2023,34567,35939,34337,34996
30/07/2021,39698,40400,38359,39860
02/02/2024,42980,43430,42559,42932
10/12/2023,43993,44078,43622,43956
14/01/2015,235,237,169,181
22/05/2016,443,444,436,437
29/09/2024,65735,65984,65450,65973
19/07/2017,2356,2397,2228,2229
12/08/2018,6394,6476,6169,6325
04/09/2018,7311,7402,7231,7349
17/01/2018,11104,11787,9142,10933
04/12/2017,11326,11590,10541,11445
18/10/2020,11348,11494,11328,11445
12/11/2024,87105,89995,85157,89525
14/12/2023,42888,43430,41739,42933
08/02/2021,38524,44814,38075,44213
18/02/2021,52280,52620,50897,52149
14/09/2024,59743,60656,59524,59829
21/02/2016,442,448,427,438
15/06/2016,684,698,673,694
19/04/2017,1202,1208,1192,1206
19/04/2019,5294,5352,5203,5302
30/06/2018,5880,6508,5879,6326
28/08/2018,6739,7115,6712,7094
03/12/2020,19100,19614,18886,19382
18/11/2024,89636,92594,88743,91574
29/08/2021,48691,49650,47821,48822
14/04/2021,63075,64889,61336,62134
22/02/2016,438,440,433,439
13/12/2015,427,442,421,439
02/07/2016,677,698,675,695
31/01/2017,920,963,919,951
14/03/2024,73466,73798,68575,69303
01/05/2019,5237,5355,5227,5303
23/03/2018,8614,8765,8278,8631
27/02/2020,8795,8968,8527,8887
04/10/2020,10589,10694,10527,10679
12/07/2022,20485,20537,19278,19383
13/07/2022,19383,20070,18920,19639
24/02/2023,23940,24123,22874,23223
03/04/2023,27959,28498,27586,28087
03/05/2023,28709,28831,28168,28343
21/07/2023,29745,30055,29674,29879
23/06/2023,30228,31412,29823,30903
27/05/2021,38513,40397,37227,38839
20/03/2022,42061,42380,40946,41399
26/02/2021,49170,49257,44153,46263
09/02/2024,45508,48153,45263,47543
11/02/2024,47894,48580,47596,48055
03/10/2021,48249,49215,47134,48823
24/03/2021,55043,57200,53540,54711
20/12/2015,459,462,432,440
10/04/2017,1214,1219,1205,1208
05/08/2017,2828,3334,2827,3256
26/12/2018,3778,3861,3687,3768
17/12/2019,6851,6931,6577,6584
04/02/2018,9275,9349,7863,8120
07/08/2023,29048,29168,28675,29112
20/04/2016,430,443,430,441
26/09/2019,8354,8649,7738,8121
11/11/2022,18059,18085,16351,16569
15/11/2022,16250,17098,16242,16825
02/12/2024,97137,98187,94491,95673
27/07/2021,39380,39475,36433,37817
25/11/2023,37861,37958,37619,37817
07/01/2022,43207,43233,40746,41913
22/09/2021,42022,44015,39612,43449
04/01/2022,45909,47502,45569,46265
23/05/2016,437,443,437,442
20/02/2016,419,444,419,442
20/05/2016,442,445,435,442
02/05/2016,451,453,441,442
19/05/2016,455,455,442,442
04/11/2016,704,708,677,698
02/07/2017,2437,2498,2379,2490
28/07/2017,2568,2821,2548,2746
06/04/2024,67433,68498,67357,68282
11/11/2018,6364,6367,6275,6330
10/06/2018,7615,7630,6643,6842
22/04/2020,6888,7165,6829,7098
02/03/2020,8486,8913,8463,8890
29/05/2020,9456,9620,9335,9402
07/12/2022,16993,17130,16700,16826
24/07/2022,22281,22903,22242,22714
03/12/2024,95675,96281,93609,95674
15/11/2023,35286,37855,35232,37562
21/05/2016,442,443,438,443
14/12/2015,439,448,429,443
23/09/2017,3595,3815,3574,3771
15/03/2020,5404,5581,5057,5307
09/10/2018,6634,6634,6555,6587
07/03/2020,9117,9210,8862,8891
28/12/2024,94444,95123,94013,94907
08/08/2023,29113,29960,29091,29883
09/12/2024,99864,101399,96128,96187
01/02/2022,38498,39262,38048,38587
22/01/2024,41627,41770,39424,40123
12/11/2018,6330,6382,6311,6332
30/09/2018,6568,6634,6544,6588
27/07/2019,9864,10212,9305,9404
14/05/2020,9165,9941,9155,9660
25/12/2017,13455,14624,13085,13756
26/07/2022,21890,22247,20728,20924
28/01/2023,23112,23200,22895,22972
10/10/2021,54670,56059,54134,55484
13/08/2024,59035,61573,58503,60860
22/09/2024,63214,63538,62485,63164
23/12/2015,436,445,434,445
20/07/2024,67232,67614,66303,67261
23/05/2017,2139,2257,1988,2237
17/09/2017,3703,3828,3480,3773
24/12/2018,3960,4235,3909,4029
03/11/2018,6356,6356,6316,6333
21/05/2018,8516,8590,8316,8381
29/11/2017,9879,11422,8967,9661
17/08/2019,10465,10519,9993,10173
13/07/2019,11635,11936,11025,11197
16/07/2022,21159,21566,20482,21181
11/06/2023,25761,26106,25668,26045
20/12/2023,42210,44286,42199,43453
17/05/2021,45518,46613,42129,44221
24/05/2016,442,446,442,446
10/01/2016,451,451,441,446
13/11/2016,704,706,686,702
09/04/2017,1181,1220,1177,1214
01/12/2019,7507,7570,7247,7358
19/06/2019,9068,9207,8950,9150
13/06/2020,9426,9490,9366,9406
24/02/2018,9985,10516,9377,9406
22/08/2019,10105,10231,9763,10174
14/01/2018,14175,14343,13101,13502
27/11/2020,17155,17468,16451,17086
04/08/2022,23467,23490,22413,22462
16/03/2023,24423,25200,24224,25022
29/04/2022,39972,40201,38181,38334
16/03/2022,39719,41694,38906,40894
25/09/2021,42410,43208,41713,42686
02/03/2021,48611,50231,47077,47550
12/01/2016,448,449,445,447
04/05/2016,451,452,445,447
18/06/2017,2652,2673,2469,2495
09/06/2018,7635,7682,7575,7615
06/06/2020,9725,9736,9533,9663
18/09/2019,10251,10273,10092,10175
18/02/2020,9633,10182,9617,10175
08/07/2019,11545,12242,11342,12223
10/12/2020,18331,18642,17914,18367
19/11/2024,91573,94039,90323,92607
30/06/2023,30594,31259,29470,30399
04/12/2021,53510,54058,42020,49343
25/10/2021,60674,63706,60582,62655
25/05/2016,446,450,445,448
23/04/2016,450,450,445,448
11/01/2016,446,452,443,448
12/11/2016,715,717,703,704
03/11/2016,728,745,677,704
30/12/2016,964,976,930,960
06/08/2017,3256,3285,3150,3264
10/04/2018,6677,6861,6615,6848
29/06/2020,9107,9169,9019,9152
09/01/2018,14953,15356,14178,14784
20/02/2022,40083,40148,38014,38336
28/07/2021,37815,40890,37812,40384
05/05/2016,447,449,446,449
28/04/2016,454,454,436,449
30/04/2016,455,457,447,449
31/10/2016,707,709,683,705
31/12/2016,960,966,946,961
12/04/2017,1221,1231,1213,1217
09/10/2017,4584,4861,4548,4801
30/10/2017,6127,6310,6027,6081
19/01/2020,8897,9181,8491,8641
18/01/2020,8869,8976,8808,8897
02/12/2017,10777,11147,10699,10945
27/12/2017,15769,16483,14522,14785
10/11/2020,15382,15477,15101,15297
20/05/2023,26840,27155,26818,27073
22/06/2021,32593,33289,28826,32449
13/10/2021,55309,57292,54112,57281
11/05/2024,60627,61443,60457,61121
21/04/2016,441,450,441,450
22/04/2016,450,453,444,450
05/11/2016,698,708,696,706
25/12/2018,4029,4075,3679,3778
09/09/2017,4202,4434,4145,4290
08/08/2018,7000,7001,6128,6338
02/09/2022,19872,20436,19767,19906
04/06/2022,29552,29941,29466,29634
09/06/2021,32915,36945,32438,36290
17/04/2022,40224,40665,39871,40386
03/05/2016,442,451,441,451
01/05/2016,449,453,446,451
09/01/2016,453,456,447,451
07/11/2016,707,715,701,707
06/11/2016,706,719,702,707
30/10/2016,719,723,693,707
29/07/2024,68123,69990,66525,67267
08/06/2017,2779,2810,2615,2755
28/06/2018,6143,6176,6052,6083
16/12/2019,7126,7135,6831,6851
19/03/2018,7457,8720,7456,8387
27/05/2020,8792,9224,8792,9155
28/08/2019,10158,10275,9543,9667
02/08/2020,11800,12113,10603,11203
03/06/2021,37881,39482,37212,38595
26/02/2022,39137,40237,38609,39363
04/10/2024,61033,62462,60470,62403
04/05/2024,62095,64505,62013,63939
12/05/2016,453,453,447,452
11/12/2015,415,454,415,452
14/11/2016,702,708,699,708
29/12/2016,969,982,950,964
04/06/2017,2568,2576,2486,2500
06/01/2019,3838,4077,3757,4036
12/04/2019,5075,5115,4917,5060
01/09/2020,11732,12060,11537,11972
30/11/2022,16488,17142,16426,17092
30/06/2022,20197,20392,18757,18884
20/04/2023,29239,29317,28010,28100
30/04/2023,29262,29961,29117,29380
08/02/2024,44116,45600,44116,45508
17/01/2015,207,212,193,197
26/05/2016,448,454,447,453
17/05/2016,453,455,452,453
11/05/2016,453,455,449,453
16/05/2016,458,458,451,453
24/12/2015,445,459,442,453
10/05/2016,462,463,447,453
08/01/2016,456,464,447,453
05/01/2017,1096,1166,883,965
11/04/2017,1208,1231,1203,1221
13/05/2017,1679,1746,1610,1733
30/05/2017,2324,2351,2215,2245
09/11/2018,6422,6428,6313,6341
05/06/2018,7496,7667,7360,7621
22/01/2020,8700,8789,8574,8645
15/06/2020,9395,9455,8905,9413
04/12/2022,16936,17154,16869,17093
12/10/2022,18994,19193,18989,19141
12/05/2022,29284,30060,25402,28613
20/11/2023,36935,37766,36843,37573
17/02/2022,44130,44195,40825,40901
10/08/2021,45995,46688,44668,45509
05/04/2022,45941,47183,45502,46021
24/12/2021,50953,51851,50465,51141
28/11/2021,54299,55177,53360,54981
27/04/2016,469,470,450,454
10/11/2016,722,723,709,710
04/01/2019,3799,3821,3732,3782
01/10/2017,4315,4349,4234,4294
30/08/2017,4584,4636,4489,4550
17/04/2018,7983,8158,7861,7878
25/10/2019,7486,8767,7403,8646
03/09/2020,11403,11471,10510,10694
23/12/2020,23440,24075,22809,23494
04/11/2023,34546,34952,34512,34758
16/05/2021,48071,49775,44510,45510
23/02/2021,53887,55022,44982,47814
28/09/2024,65686,66239,65458,65735
18/05/2016,453,456,452,455
29/04/2016,449,456,446,455
17/12/2015,456,458,449,455
25/12/2015,453,459,450,455
08/11/2016,707,715,702,711
01/03/2017,1195,1231,1188,1223
24/02/2019,4136,4186,3715,3783
31/10/2017,6081,6418,6078,6343
06/11/2017,7533,7546,6941,7111
03/11/2019,9331,9378,9119,9159
04/08/2019,10856,11032,10578,10951
26/12/2022,16768,16912,16766,16839
19/02/2023,24600,25188,24283,24519
19/01/2025,103936,106276,103357,106183
06/01/2022,43943,44296,42435,43207
15/05/2021,50180,50711,46976,48071
30/09/2024,65973,66072,63061,63431
23/08/2024,60281,63841,60281,63687
13/05/2016,452,457,451,456
07/01/2016,430,457,429,456
16/12/2015,460,466,440,456
16/08/2017,4056,4366,3930,4296
20/07/2020,9168,9238,9137,9160
26/06/2020,9281,9332,9034,9160
06/11/2024,69442,76481,68914,76232
08/08/2020,11511,11815,11500,11720
28/01/2018,11505,11969,11334,11720
16/11/2020,15863,16857,15798,16840
10/09/2023,25868,25910,25608,25800
03/07/2021,33347,34930,33066,34760
30/06/2021,36420,36484,34067,34760
02/05/2024,56975,59564,56713,59336
14/04/2024,64838,65568,60908,64200
14/05/2016,456,457,454,457
06/05/2016,449,457,448,457
28/12/2016,937,969,928,969
16/06/2024,66119,66729,65846,66505
28/03/2024,68640,71563,68608,70857
14/08/2018,6237,6298,5892,6089
26/11/2019,7168,7335,7029,7113
12/01/2020,8157,8284,7967,8137
07/05/2018,9501,9622,9175,9417
28/10/2019,9749,9926,9271,9417
29/07/2020,11010,11295,10858,11209
13/11/2024,89530,93445,86270,89801
28/12/2020,26185,27461,25790,26825
24/03/2023,28429,28480,27495,27849
01/05/2023,29380,29506,27818,27849
06/02/2021,37775,40995,37719,40137
30/03/2021,57661,59380,57036,59081
15/05/2016,457,459,455,458
05/02/2020,9172,9761,9129,9674
19/08/2019,10372,10828,10271,10698
24/12/2022,16804,16854,16763,16842
22/05/2022,29420,30275,29232,29898
15/12/2024,100729,103383,100729,103114
18/03/2021,57895,60063,57211,57290
12/05/2024,61121,61818,60626,61386
08/05/2016,460,461,456,459
19/12/2015,463,466,453,459
15/11/2016,708,717,705,715
11/11/2016,710,718,709,715
20/01/2019,3703,3705,3479,3531
20/04/2019,5301,5356,5255,5323
11/07/2018,6374,6403,6279,6347
29/10/2020,13173,13650,12990,13515
25/06/2022,21232,21584,20900,21195
15/01/2015,181,230,171,204
07/05/2016,457,464,457,460
15/12/2015,443,464,441,460
17/07/2020,9119,9179,9079,9164
30/12/2017,14415,14722,12400,13004
29/08/2023,25981,28128,25915,27852
02/01/2025,94588,97743,94206,97228
05/01/2025,98590,98735,97272,98252
09/11/2023,35628,37960,35413,36556
08/08/2021,44015,45341,43320,43724
28/10/2021,59101,61802,58004,61388
03/08/2018,7540,7575,7288,7373
14/11/2019,8747,8780,8566,8653
19/02/2018,10792,11259,10315,11213
28/12/2022,16655,16772,16560,16589
09/12/2022,17199,17338,17088,17101
05/06/2021,36841,37906,35345,35789
06/12/2024,99137,102085,92251,101581
17/08/2021,46102,47153,45287,45517
30/04/2021,52894,57411,52400,57037
20/06/2024,64860,66450,64529,64973
09/05/2016,459,464,456,462
09/02/2017,1054,1078,943,974
13/05/2020,8800,9189,8750,9166
02/09/2019,9635,10198,9615,10190
26/08/2020,11301,11540,11239,11470
23/11/2022,16116,16671,16069,16590
29/09/2022,19543,19764,18852,19406
30/05/2023,27648,28046,27574,27854
02/08/2023,29262,30012,28934,29134
07/01/2025,102253,102710,96130,96462
06/03/2022,39464,39679,38132,38862
11/12/2021,48443,49279,46805,48590
21/04/2021,56639,57110,54344,55502
10/03/2021,54386,57371,53051,56270
16/01/2015,204,222,195,207
24/04/2016,448,463,447,463
18/12/2015,455,466,453,463
29/10/2016,688,722,688,719
01/02/2017,951,978,951,975
12/03/2017,1172,1239,1162,1231
20/04/2017,1206,1242,1200,1231
20/06/2017,2555,2770,2553,2767
18/07/2020,9164,9205,9125,9167
26/11/2017,8727,9574,8711,9423
23/06/2019,10667,11011,10377,10959
06/01/2018,16550,17141,16248,16847
13/12/2020,18777,19410,18730,19151
17/07/2023,30272,30368,29679,29903
08/01/2024,44158,47257,43240,46799
26/02/2024,51738,54944,50936,54479
25/04/2016,463,465,455,464
22/05/2024,69278,70605,69220,69584
20/01/2020,8641,8748,8491,8656
24/03/2018,8631,8999,8580,8912
19/07/2020,9167,9184,9111,9168
27/11/2023,37595,37755,36752,36816
15/02/2021,48968,49314,45902,48592
02/12/2021,56802,57406,55858,57040
04/09/2024,58005,58510,55683,58064
30/06/2017,2572,2572,2498,2513
03/07/2018,6619,6667,6538,6609
29/02/2020,8617,8809,8590,8657
11/12/2022,17173,17259,17094,17105
08/05/2023,28951,28983,27321,27345
17/08/2023,29085,29105,27705,27857
20/02/2021,55379,57536,55081,56785
18/01/2015,198,220,194,210
09/11/2016,711,741,708,722
24/03/2017,1039,1042,964,978
23/07/2017,2814,2848,2678,2770
21/12/2018,3895,4160,3775,3794
03/03/2019,3803,3818,3775,3794
12/06/2020,9277,9548,9221,9426
12/02/2023,21677,22087,21671,21970
18/09/2023,26512,27420,26413,26834
10/01/2025,91861,95766,91653,94674
09/08/2023,29883,30193,29388,29394
24/01/2021,32219,33069,30961,31698
13/02/2022,42633,42757,41781,42450
25/03/2021,54711,54712,50420,52178
10/05/2024,62456,63453,60233,60626
08/05/2024,63040,63173,61790,62162
09/05/2017,1623,1761,1620,1747
20/05/2017,1930,2003,1930,2003
16/06/2017,2332,2521,2300,2515
24/07/2017,2770,2800,2718,2771
23/01/2019,3586,3613,3524,3539
21/01/2019,3531,3565,3508,3539
26/02/2019,3827,3830,3766,3795
11/04/2019,5402,5419,4974,5075
07/05/2019,5736,5962,5663,5843
04/04/2018,7462,7481,6733,6867
08/06/2018,7691,7694,7544,7635
16/06/2019,8858,9385,8770,8915
04/02/2020,9305,9341,9081,9171
19/12/2022,16760,16832,16531,16595
26/03/2023,27220,28211,27191,27859
10/08/2023,29394,29696,29333,29395
15/05/2022,29306,30499,29279,30419
06/11/2023,35040,35371,34570,35027
24/05/2021,33114,39787,33101,39635
25/12/2021,51144,51160,50217,50899
19/04/2021,55804,57591,54312,56019
20/01/2015,212,217,204,212
19/01/2015,210,217,207,212
11/08/2017,3415,3552,3397,3540
28/10/2024,67750,69865,67549,69588
10/09/2017,4290,4342,4093,4308
23/04/2019,5386,5640,5360,5588
02/11/2018,6320,6379,6319,6356
27/03/2018,7919,8252,7753,7892
31/08/2020,11640,11775,11579,11732
29/12/2022,16588,16650,16468,16596
24/08/2022,21517,21886,21158,21716
09/01/2025,93931,95331,91217,91860
31/07/2023,29195,29508,29055,29140
11/04/2023,29195,30549,29099,30164
16/01/2025,99615,100857,97336,100308
26/07/2021,34383,40529,34342,39380
05/02/2022,40604,41926,40408,41684
23/12/2023,43685,44069,43349,43732
04/10/2021,48822,49498,46938,49364
16/03/2021,56647,56940,53250,55764
05/09/2024,58065,58370,55797,56020
03/04/2021,58860,59758,57850,58580
26/04/2016,464,470,462,469
04/11/2015,402,502,395,469
18/12/2019,6584,7213,6436,7125
05/05/2020,8844,9120,8780,8917
22/05/2020,9059,9261,8928,9173
15/07/2020,9267,9278,9155,9173
18/08/2020,12344,12414,11837,11989
18/12/2023,42077,42077,40522,41941
05/08/2024,59248,59519,49314,53461
05/03/2024,67708,69209,59706,61909
18/03/2017,1125,1125,944,982
21/05/2017,2003,2070,1994,2006
24/06/2017,2711,2719,2518,2518
15/12/2019,7072,7186,7012,7126
25/07/2020,9594,9721,9531,9686
26/01/2018,11250,11612,10298,10966
09/07/2019,12222,12818,12139,12502
05/01/2023,16802,16871,16762,16854
06/11/2022,21331,21373,21151,21206
25/10/2023,33810,35124,33497,34774
05/05/2022,39839,39900,35642,36310
22/03/2024,65318,66618,62639,63958
31/07/2024,65862,66796,65002,65238
20/11/2016,750,755,715,727
26/03/2017,943,1003,934,983
13/03/2017,1231,1248,1216,1239
03/01/2019,3877,3914,3760,3799
13/04/2019,5060,5119,5028,5079
13/01/2020,8137,8191,8048,8151
01/07/2019,11226,11419,9968,10199
01/01/2023,16556,16617,16469,16599
25/06/2023,30640,31042,30356,30423
27/06/2023,30260,31008,30126,30679
06/06/2022,30035,31730,29804,31447
03/01/2021,30697,34771,30406,33751
14/11/2023,36779,36792,34971,35287
28/01/2024,42056,42809,41686,41943
19/12/2021,46877,48280,46474,46807
27/08/2021,46954,48558,46386,48343
24/04/2024,66470,67058,63777,63959
23/07/2024,68249,68285,65483,65495
27/05/2016,453,481,453,472
02/11/2016,731,734,721,728
07/04/2024,68282,70285,68207,69080
15/08/2017,4218,4423,3810,4056
19/05/2023,26758,27169,26657,26840
11/03/2022,39642,40222,38252,38360
15/09/2021,46479,48453,46426,48088
07/10/2021,55087,55736,53437,53976
24/08/2015,228,229,210,217
28/11/2018,3726,4357,3693,4313
26/04/2019,5486,5499,4987,5081
14/10/2022,19370,19939,19116,19161
20/03/2023,28336,28554,27236,27865
26/07/2023,29202,29470,29109,29401
14/02/2022,42445,42848,41594,42201
09/12/2023,44394,44724,43767,43993
31/08/2021,48642,48715,46716,47321
06/05/2024,63884,65471,62739,63193
25/08/2024,64249,64506,63604,64217
14/04/2015,225,225,216,218
26/04/2015,228,228,214,218
05/02/2015,228,229,213,218
07/03/2017,1278,1281,1185,1242
04/11/2024,68935,69438,67248,67290
17/08/2017,4296,4472,4182,4314
05/12/2019,7192,7479,7107,7386
11/06/2019,7989,8051,7717,7898
07/11/2019,9293,9371,9139,9178
04/09/2019,10663,10729,10391,10714
30/06/2019,11863,12249,10834,11226
12/09/2023,25006,26503,24926,26074
06/06/2023,25628,27186,25393,27098
24/12/2024,93029,99419,93026,97242
14/07/2021,32284,33069,31601,32730
10/03/2022,41813,42120,38604,39642
21/01/2015,212,219,210,219
11/02/2015,221,224,218,219
01/11/2016,705,736,697,731
21/04/2017,1231,1254,1230,1243
07/06/2017,2855,2887,2760,2779
01/08/2017,2841,2925,2659,2779
28/02/2019,3723,3883,3713,3803
02/03/2019,3829,3839,3763,3803
30/09/2017,4165,4346,4138,4315
04/04/2019,5141,5342,4814,4827
25/09/2018,6622,6630,6330,6363
02/07/2018,6318,6668,6275,6619
06/04/2018,6772,6847,6519,6619
01/11/2017,6343,6636,6343,6619
02/02/2020,9365,9467,9150,9435
16/07/2019,10861,11074,9480,9691
