Date, Open, High, Low, Close
04/08/2016,567,585,561,563
12/01/2017,783,826,749,819
21/09/2017,3950,3970,3616,3635
09/03/2019,3897,3946,3776,3891
20/10/2019,7982,8245,7884,8243
13/06/2019,8171,8292,8054,8243
24/11/2017,8178,8327,7889,8243
14/07/2020,9229,9268,9107,9267
19/09/2020,10869,11175,10854,11059
31/12/2017,13004,14249,12535,14131
09/09/2022,19343,21422,19263,21299
28/08/2021,48342,49303,48206,48691
18/08/2024,59479,60235,59181,59699
12/07/2015,294,316,292,308
18/07/2017,2119,2369,2119,2356
21/02/2019,3932,3985,3870,3892
28/09/2017,4185,4266,4124,4148
06/06/2024,71312,71624,70450,70452
13/09/2022,22427,22767,20061,20276
22/08/2022,21514,21770,20910,21044
21/12/2020,24181,24199,21943,22836
18/08/2022,23278,23590,23194,23348
16/01/2022,43525,43534,42620,43060
28/06/2024,61345,62139,59956,59956
03/08/2024,62572,63094,59916,60212
21/12/2016,792,830,791,821
27/04/2017,1303,1341,1286,1333
22/06/2018,6715,6746,6086,6197
10/11/2017,7156,7344,6430,6453
09/07/2018,6759,6761,6664,6709
10/06/2019,7749,8079,7517,7989
03/12/2017,10945,11801,10806,11317
27/03/2022,44385,45000,44296,44853
21/11/2021,59469,60050,58570,59701
15/08/2016,570,574,562,566
02/08/2016,615,618,560,566
13/01/2017,819,831,777,822
12/04/2024,70460,71231,65484,66870
26/11/2018,3930,4113,3522,3638
12/08/2017,3540,3951,3539,3894
01/12/2018,3956,4260,3873,4150
11/10/2018,6539,6543,6068,6198
02/04/2023,28396,28584,27880,27958
01/08/2021,41333,42595,40650,41270
01/01/2022,45870,47928,45798,47414
24/02/2024,51101,51680,50543,51510
09/10/2024,62215,62513,60793,60982
11/11/2015,351,353,300,311
03/08/2016,566,570,482,567
31/03/2017,1030,1089,1029,1079
01/04/2017,1079,1107,1068,1079
20/12/2018,3730,4170,3651,3895
20/03/2020,6235,6925,6070,6199
18/12/2017,19114,19513,18068,18743
11/03/2023,19977,20880,19865,20535
02/02/2023,23569,24244,23542,23863
19/04/2023,30239,30453,29045,29239
01/04/2022,45624,46704,44268,46391
05/03/2021,48193,49463,46312,49207
17/02/2021,48795,52558,48416,52279
07/05/2021,56181,58711,55336,57655
24/06/2024,64099,64108,59074,59191
01/11/2021,60732,62468,59563,61495
10/06/2017,2842,2922,2796,2872
24/04/2019,5588,5619,5377,5432
13/10/2018,6212,6220,6177,6200
25/08/2018,6621,6789,6602,6712
18/04/2020,7074,7277,7030,7224
17/08/2020,11825,12477,11778,12344
08/02/2023,23209,23435,22680,22840
06/09/2023,25676,25999,25394,25656
12/07/2021,33901,34664,32757,32824
04/05/2021,57588,57588,53301,54584
27/08/2016,578,579,567,569
05/07/2017,2568,2620,2538,2617
08/03/2019,3870,3908,3850,3897
29/03/2024,70856,71068,69130,69689
19/04/2018,8113,8298,8100,8249
27/08/2022,20652,20747,19845,20025
11/12/2024,96506,101795,95747,101433
31/03/2022,47087,47600,45560,45625
24/04/2021,50961,51379,48755,50745
29/10/2015,300,320,300,314
14/08/2016,586,587,564,570
14/01/2017,822,838,816,826
30/03/2024,69690,70349,69350,69946
06/09/2018,6901,6978,6273,6458
24/05/2020,9186,9302,8852,9018
11/12/2020,18367,18401,17588,17978
19/09/2022,19727,19747,18278,19514
20/09/2023,27198,27382,26846,26938
11/04/2022,43262,43421,39798,39994
30/09/2021,41185,44098,40911,43578
02/03/2022,44109,45304,43362,43834
27/12/2021,50302,52062,49976,51258
02/05/2021,57825,57999,56126,56890
18/04/2024,60998,64148,60800,63546
02/01/2015,316,316,312,315
03/06/2016,534,575,534,571
04/06/2016,571,591,562,571
25/03/2019,3963,3977,3860,3899
21/06/2018,6754,6787,6683,6715
03/02/2018,8569,9481,8164,9275
12/08/2020,11396,11620,11137,11579
23/05/2023,26857,27455,26810,27195
09/01/2024,46800,47228,45808,46651
10/07/2024,57863,59409,57368,57403
19/04/2024,63548,65476,59665,64315
17/07/2024,65195,66105,63891,64571
01/01/2015,317,320,314,316
31/10/2015,328,334,307,316
01/09/2016,573,573,569,572
28/08/2016,569,574,568,572
17/08/2016,579,580,569,572
07/06/2016,584,591,565,572
31/10/2024,71824,72905,69942,69948
11/04/2024,70026,71253,69576,70460
20/05/2020,9643,9835,9314,9532
09/01/2023,16965,17391,16948,17212
29/03/2021,55220,58377,54800,57660
31/10/2021,61745,62423,60039,60732
13/04/2024,66868,67929,64095,64828
31/08/2016,576,578,571,573
21/11/2018,4269,4627,4195,4413
22/09/2018,6754,6821,6628,6717
02/11/2017,6619,7355,6531,6973
09/05/2018,9239,9360,8974,9277
11/06/2020,9853,9971,9086,9277
05/03/2018,11435,11652,11331,11581
31/01/2023,22691,23211,22545,23101
16/05/2023,27415,27421,26873,26941
26/06/2023,30423,30646,29950,30269
10/12/2021,47679,50038,47300,48445
11/11/2021,65799,66129,63036,64829
02/09/2016,572,576,570,574
29/08/2016,572,576,571,574
19/08/2016,575,577,572,574
16/01/2017,815,836,814,830
17/06/2024,66505,67251,65071,66622
26/03/2024,71013,71543,69348,69438
12/11/2017,6423,6489,5512,5950
24/10/2019,7490,7508,7362,7486
07/06/2020,9663,9809,9390,9790
31/07/2020,11136,11455,10980,11326
14/09/2023,26156,26824,26153,26686
19/09/2023,26834,27491,26678,27198
10/05/2023,27719,28325,26855,27710
15/07/2021,32730,33179,31150,31550
16/12/2023,42244,42665,41681,42302
12/01/2022,42792,44081,42481,43838
09/12/2021,50781,50849,47342,47678
18/08/2016,572,577,571,575
05/06/2016,571,584,571,575
05/08/2016,563,587,563,575
02/12/2018,4150,4261,4036,4159
24/03/2020,6295,6853,6286,6719
16/05/2018,8561,8561,8105,8255
27/06/2021,31560,33559,30939,32831
11/01/2021,37686,39027,30299,33343
27/04/2021,54099,55374,52677,54847
20/04/2021,56019,56784,53430,56639
24/11/2015,324,325,317,320
30/08/2016,574,577,572,576
25/08/2016,579,580,573,576
14/10/2017,5500,5752,5497,5696
26/10/2019,8646,10491,8572,9024
28/07/2019,9404,9554,9312,9536
04/08/2023,29261,29329,28940,28992
16/07/2023,30341,30444,30083,30272
17/01/2025,100311,105925,99395,104768
04/03/2021,50533,51779,47505,48192
07/05/2024,63193,64380,62820,63040
10/12/2018,3579,3586,3357,3393
28/12/2018,3580,3954,3567,3905
25/06/2020,9292,9321,8995,9281
07/09/2022,18823,19184,18559,19009
02/10/2022,19274,19393,19050,19265
02/10/2023,27105,28565,27061,27969
05/12/2024,98975,103853,97658,99137
20/11/2015,329,329,312,322
26/08/2016,576,579,575,578
09/06/2016,581,584,572,578
15/03/2019,3851,3907,3849,3906
22/11/2018,4412,4589,4337,4418
02/04/2018,6909,7105,6760,6978
23/10/2019,8172,8172,7306,7490
23/07/2018,7519,7794,7338,7746
30/05/2020,9402,9593,9331,9538
16/10/2020,11531,11611,11210,11330
17/12/2022,16877,16887,16539,16706
19/12/2017,18746,19097,17552,17730
07/06/2021,35761,36796,35277,35650
06/02/2024,42374,43351,42295,43074
01/11/2015,316,324,309,323
22/11/2015,325,327,321,323
15/11/2015,334,340,315,323
10/06/2016,578,580,573,579
16/08/2016,566,581,564,579
24/08/2016,580,582,577,579
06/03/2024,61910,67627,61908,67139
05/11/2024,67292,70520,66807,69443
29/11/2019,7592,7859,7378,7747
24/07/2018,7746,8349,7695,8259
23/09/2019,9983,10069,9687,9795
08/12/2017,15705,17395,13801,15171
10/01/2023,17212,17489,17133,17475
17/10/2022,19370,19671,19117,19523
02/06/2022,30102,30362,29329,30275
04/08/2021,37998,39840,37528,39747
23/11/2015,323,326,321,324
23/08/2016,585,587,579,580
19/09/2017,4018,4123,3851,3908
13/03/2020,6026,6039,3906,5444
12/10/2018,6198,6235,6114,6212
01/04/2020,6473,6507,6163,6212
20/05/2018,8309,8549,8172,8516
15/09/2019,10383,10438,10272,10308
06/10/2023,27487,28054,27195,27972
02/07/2021,33105,33964,32721,33348
21/11/2015,322,328,319,325
20/08/2016,574,582,573,581
08/06/2016,572,582,572,581
21/08/2016,581,584,580,581
21/07/2017,2652,2928,2616,2629
29/09/2017,4148,4215,4023,4165
09/06/2019,7833,7969,7606,7749
08/01/2023,16942,17009,16913,16965
12/02/2021,47084,48908,46291,47685
02/09/2024,58490,58784,57142,58437
12/11/2015,311,346,302,326
18/05/2017,1817,1870,1794,1862
28/05/2018,7299,7443,7175,7238
13/09/2020,10464,10573,10219,10310
15/08/2020,11816,11987,11694,11846
18/05/2022,30052,30655,28709,29254
22/04/2022,41241,41295,39204,39494
08/03/2021,50062,51978,49352,51782
15/06/2024,65454,66559,65454,66119
17/07/2017,1866,2148,1855,2119
03/11/2024,69504,69550,67471,68935
12/09/2017,4199,4374,4080,4167
05/05/2019,5609,5834,5609,5703
31/07/2018,8104,8197,7658,7751
18/11/2017,7695,7803,7456,7751
09/11/2019,8802,8880,8728,8775
09/09/2019,10350,10531,10070,10311
09/11/2022,18174,18718,16107,16199
09/05/2023,27346,27823,27295,27719
28/05/2022,28844,29220,28510,28999
08/09/2024,54406,54700,53641,54343
15/03/2021,59932,60741,54680,56647
17/04/2024,62754,64466,59744,60999
30/10/2015,314,335,313,328
30/07/2024,67267,67538,65566,65864
06/08/2016,575,587,567,584
06/06/2016,575,587,567,584
04/01/2017,1026,1140,1025,1096
11/01/2019,3627,3672,3588,3656
26/09/2017,3928,3964,3855,3912
31/03/2020,6376,6614,6347,6472
04/06/2018,7709,7756,7453,7496
16/11/2017,7265,7827,7130,7752
27/09/2019,8121,8158,7870,8008
26/07/2018,8161,8318,8127,8264
20/06/2020,9303,9369,9170,9288
12/09/2019,10079,10370,10043,10312
22/08/2020,11675,11708,11374,11592
21/09/2022,18991,19800,18774,19016
27/01/2023,23116,23500,22558,23112
12/07/2023,30587,30968,30223,30280
26/06/2021,32262,32691,30179,31560
07/07/2021,34022,35059,33694,34632
19/11/2023,36619,37037,36416,36936
27/01/2024,41975,42065,41409,42056
16/12/2021,49248,49429,47678,47944
14/02/2021,47002,49700,46779,48968
22/10/2021,62807,63718,60034,61000
04/11/2021,62870,63237,60775,61256
16/11/2015,323,334,315,329
19/11/2015,335,337,326,329
22/08/2016,581,586,579,585
11/06/2016,579,587,577,585
12/08/2016,590,591,582,585
09/08/2016,593,593,584,585
29/01/2019,3421,3440,3345,3401
09/08/2018,6338,6550,6190,6473
05/07/2020,9130,9144,8999,9033
26/08/2019,10072,10650,9910,10313
06/07/2022,20380,20720,19750,20297
07/11/2022,21206,21211,20601,20809
07/07/2022,20298,21833,20247,21833
27/12/2020,26409,28359,26112,26185
23/09/2024,63164,64721,62432,63305
25/11/2015,320,330,316,330
13/08/2016,585,589,583,586
30/04/2017,1356,1364,1334,1354
16/07/2017,2079,2080,1822,1866
16/04/2019,5014,5227,4954,5194
25/12/2019,7214,7261,7120,7242
02/10/2019,8310,8412,8177,8266
07/11/2024,76225,76952,74488,76618
11/10/2020,11363,11443,11270,11338
01/10/2022,19492,19531,19174,19274
22/07/2022,23197,23747,22557,22602
29/06/2021,34457,36600,34148,36426
22/03/2022,41192,43300,40905,42314
03/03/2024,61947,63007,61449,62794
26/03/2019,3899,3920,3874,3915
08/04/2018,6989,7100,6862,6987
20/06/2019,9150,9548,9124,9547
15/12/2017,16496,17906,16339,17739
11/11/2024,79002,87491,78553,87115
13/11/2015,326,343,325,332
29/04/2017,1317,1359,1306,1356
26/12/2019,7243,7423,7170,7244
20/04/2018,8249,8550,8210,8524
10/11/2019,8776,9127,8755,9036
24/06/2020,9649,9662,9200,9292
31/01/2018,9992,10302,9598,10060
09/02/2020,9865,10171,9855,10060
11/07/2019,12061,12192,11182,11596
03/10/2022,19265,19649,18938,19532
15/09/2022,19965,20384,19516,19788
21/01/2023,22288,23344,22226,23116
05/09/2023,25884,25907,25581,25676
28/10/2023,33688,34445,33688,34124
20/11/2021,57876,59668,57440,59468
07/08/2016,584,599,583,589
05/06/2017,2500,2643,2471,2637
03/02/2019,3433,3483,3391,3405
16/03/2020,5307,5965,4443,4941
07/04/2018,6619,7061,6540,6989
12/12/2019,7168,7285,7086,7245
06/11/2019,9354,9442,9259,9293
13/11/2022,16796,16914,16421,16461
08/03/2023,22057,22272,21872,22093
26/01/2023,22935,23800,22845,23117
03/08/2023,29134,29390,28956,29261
13/12/2024,99970,101909,99246,101709
19/03/2022,42079,42350,41558,42061
10/09/2021,46590,47029,44773,45645
02/04/2022,46392,47200,45666,46157
22/12/2021,48626,49574,48469,48973
17/02/2024,51843,52246,50662,51533
01/03/2024,62064,63231,60703,63053
24/09/2024,63730,64372,63690,64333
14/11/2015,332,340,329,334
11/08/2016,597,598,589,590
21/03/2020,6199,6373,5677,6222
27/06/2019,13838,13843,10368,10830
24/10/2020,12930,13171,12889,13134
29/04/2023,29343,29456,29078,29262
01/08/2023,29141,29337,28574,29262
25/07/2021,33909,34821,33726,34382
21/11/2023,37573,37656,36296,36942
30/04/2022,38321,38776,38182,38478
22/01/2025,106128,106818,103339,104270
01/03/2022,41905,44953,41538,44110
18/11/2015,336,338,330,335
03/09/2016,574,591,573,591
08/06/2024,69297,69534,68967,69455
16/10/2017,5512,5747,5464,5711
15/04/2020,6930,6938,6694,6735
18/05/2019,7138,7485,7070,7247
30/12/2019,7390,7422,7203,7247
06/07/2020,9033,9350,8917,9295
06/10/2020,10734,10800,10534,10575
29/12/2017,13915,15088,13734,14415
06/03/2023,22412,22592,22285,22351
30/03/2023,28415,29173,27730,27983
30/01/2022,38370,38717,37389,37711
27/02/2022,39362,39841,37459,37967
11/09/2021,45645,45984,44200,45391
10/01/2024,46651,47902,44386,46159
21/08/2021,48683,49791,48300,48975
18/02/2024,51533,52056,51216,51791
17/11/2015,329,341,329,336
03/04/2024,66075,66916,64572,65872
10/05/2020,9747,9773,8133,8528
17/11/2019,8451,8624,8381,8528
12/03/2023,20535,21582,20453,21072
06/01/2024,43997,44318,43467,43856
08/08/2016,589,595,587,593
04/08/2018,7373,7487,6932,6993
25/03/2023,27849,27883,27059,27217
01/07/2021,34760,35203,32750,33105
24/11/2021,57857,57865,55909,57425
24/05/2024,67076,69242,66439,69202
09/06/2024,69455,69839,69156,69714
12/10/2023,26759,26930,26554,26706
18/01/2024,42646,42873,40618,40786
26/04/2021,49399,54393,47073,54098
27/04/2024,63836,64068,62461,63314
21/09/2016,608,609,593,595
19/10/2024,68624,68693,68029,68179
08/04/2019,5131,5346,5117,5203
27/08/2018,6700,6764,6656,6739
30/11/2019,7747,7802,7461,7507
25/05/2019,8063,8149,7941,8019
12/11/2019,8712,8861,8564,8787
04/07/2019,11279,12058,11236,11859
02/01/2023,16599,16760,16547,16723
05/11/2022,21095,21469,21059,21331
11/01/2025,94673,94907,93845,94547
05/06/2022,29634,30138,29528,30035
13/05/2022,28600,30966,27961,30035
22/09/2016,595,598,595,596
01/06/2017,2300,2458,2281,2388
04/06/2024,69153,71072,68557,70484
27/04/2019,5081,5211,5081,5204
28/03/2020,6667,6705,6041,6228
29/10/2024,69587,73595,69428,72532
21/04/2018,8524,9023,8497,8788
14/02/2018,8711,9366,8485,9300
17/10/2020,11329,11412,11273,11348
20/08/2020,11660,11889,11580,11860
10/08/2022,23066,24176,22685,23636
15/02/2023,22257,24277,22059,24148
04/06/2023,27108,27296,26950,27220
09/03/2022,38540,42577,38406,41812
07/02/2024,43074,44238,42770,44116
10/08/2016,585,600,583,597
01/04/2024,71024,71365,68117,69717
11/03/2024,69530,72886,67376,72021
21/05/2019,7820,8145,7806,8021
10/09/2022,21301,21667,21138,21589
23/04/2023,27629,27878,27354,27477
19/06/2021,35340,36440,34890,35925
23/04/2022,39494,39971,39312,39765
03/01/2022,47018,47567,45718,45909
21/03/2017,1034,1117,1025,1110
17/06/2020,9501,9556,9302,9302
14/10/2020,11393,11555,11299,11350
19/08/2022,23348,23442,21163,21334
15/06/2023,25868,25870,24790,25430
20/05/2022,29935,30719,28709,29270
25/01/2024,39553,40266,39468,39766
17/04/2021,61840,62572,59711,60758
25/09/2016,601,604,597,599
08/05/2017,1556,1627,1551,1623
04/02/2019,3405,3435,3388,3415
10/08/2017,3332,3445,3298,3415
01/09/2018,7041,7268,7003,7255
02/07/2020,9244,9264,8948,9047
17/06/2019,8915,9421,8823,9303
19/06/2020,9393,9426,9233,9303
29/06/2019,12314,12440,11340,11863
28/09/2022,19080,19645,18498,19543
24/09/2023,26614,26718,26392,26455
12/09/2021,45381,46250,44770,45911
17/08/2024,59733,59733,58775,59479
14/01/2019,3498,3709,3488,3672
25/09/2017,3692,3964,3659,3928
19/06/2018,6702,6831,6670,6744
07/08/2018,6943,7151,6840,7000
13/12/2019,7245,7296,7182,7256
14/04/2018,8097,8173,7807,8024
01/06/2019,8443,8618,8431,8536
26/05/2020,8937,9011,8698,8792
28/01/2020,8968,9178,8876,9048
29/04/2018,9382,9531,9180,9304
31/01/2020,9560,9564,9202,9304
30/01/2020,9378,9563,9188,9560
04/06/2020,9578,9885,9465,9816
25/08/2019,10108,10349,9967,10072
11/09/2020,10278,10380,10212,10328
12/12/2017,17303,17698,16375,17496
13/12/2022,17122,17955,17094,17752
15/06/2022,22174,22346,20088,21592
27/03/2023,27859,28162,26545,26968
03/05/2022,38536,38873,37519,37720
20/09/2021,47383,47654,42528,43864
16/08/2024,57057,59839,56222,59736
17/09/2024,57894,61330,57614,59992
23/09/2016,596,602,594,601
24/09/2016,601,605,600,601
19/02/2019,3863,3970,3833,3929
27/09/2017,3912,4187,3874,4185
03/02/2020,9435,9605,9224,9305
12/12/2020,17977,18849,17958,18777
29/07/2022,23799,24412,23452,23897
04/03/2022,42002,42698,39083,39513
09/02/2021,44213,48200,44001,47193
16/09/2021,48088,48486,47242,47449
02/04/2017,1079,1116,1070,1114
25/11/2018,4140,4144,3475,3930
29/08/2018,7094,7126,6912,7002
30/04/2018,9304,9441,9126,9306
01/12/2020,19437,19912,18138,19034
13/08/2022,24191,24888,24075,24410
29/12/2020,26825,27101,25859,26970
17/06/2021,38673,39527,37565,37722
03/04/2022,46156,46768,45570,46426
26/03/2021,52184,54049,51261,53850
26/11/2015,330,369,328,347
11/09/2016,624,630,597,603
22/12/2016,821,874,821,859
22/05/2017,2006,2240,2006,2139
22/02/2019,3892,3954,3886,3931
19/03/2020,5345,6386,5272,6235
26/02/2020,9316,9421,8638,8795
15/02/2018,9300,10244,9249,10075
28/12/2017,14778,15480,13521,13915
13/11/2020,16167,16489,15981,16219
04/07/2022,19487,20070,19035,19803
05/07/2021,35587,35945,33162,34139
04/09/2021,50543,50546,49436,50011
26/08/2024,64217,64997,63107,63323
17/06/2017,2515,2668,2424,2652
20/07/2017,2229,2679,2223,2652
20/02/2019,3929,3962,3867,3932
26/09/2018,6363,6538,6362,6492
07/12/2019,7439,7625,7438,7516
30/09/2019,7958,8356,7719,8284
22/06/2020,9340,9626,9275,9564
04/09/2020,10694,10799,9921,10588
19/02/2021,52149,55734,50775,55388
05/05/2021,54587,57943,53000,57180
19/06/2024,64374,65694,64187,64860
28/09/2016,606,607,602,605
26/09/2016,599,607,598,605
04/04/2024,65871,69269,65114,68445
14/12/2018,3246,3292,3156,3165
28/01/2019,3551,3551,3375,3421
09/04/2019,5203,5310,5150,5213
13/08/2018,6325,6543,6146,6237
14/05/2019,7906,8329,7613,7773
03/10/2020,10521,10603,10472,10589
05/04/2023,28196,28778,27839,28253
19/10/2023,28262,28893,28167,28765
20/07/2021,30729,31053,29303,29789
23/05/2021,37352,38380,31150,33117
10/06/2021,36290,38394,36162,36701
17/12/2023,42302,42360,41564,42077
29/09/2016,605,606,603,606
30/09/2016,606,607,604,606
27/09/2016,605,608,602,606
17/09/2016,607,609,605,606
12/09/2016,603,609,599,606
23/06/2016,626,634,551,606
21/02/2017,1063,1120,1062,1118
27/05/2017,2283,2362,1876,2142
07/12/2017,13182,16020,13040,15710
16/06/2022,21603,22950,20743,20830
26/02/2023,22924,23680,22860,23646
19/07/2023,29719,30186,29707,30046
02/07/2023,30614,30673,30192,30558
27/01/2021,32014,32933,29248,31582
13/09/2024,58382,60004,57654,59742
17/10/2021,60837,61432,60346,60510
10/11/2015,380,383,348,351
16/09/2016,607,608,605,607
15/09/2016,609,610,605,607
31/12/2018,3814,3851,3637,3679
06/02/2018,7163,7776,5922,7519
22/07/2018,7425,7545,7340,7519
30/08/2019,9501,9620,9359,9567
11/09/2019,10010,10245,9869,10079
12/01/2018,13453,14120,12896,13919
13/01/2018,13919,14546,13602,14175
15/11/2024,87568,91487,86706,91487
05/10/2023,27627,28112,27374,27487
20/06/2023,26669,28150,26648,27999
18/03/2022,40877,42079,40181,42079
08/12/2021,50446,51222,48726,50783
26/04/2024,64680,65254,63320,63839
20/09/2016,609,609,606,608
05/09/2016,608,612,601,608
04/09/2016,591,615,591,608
12/07/2017,2314,2411,2248,2400
31/01/2019,3433,3471,3397,3424
27/05/2024,68861,70581,68231,69216
29/11/2018,4313,4402,4088,4192
15/11/2017,6625,7347,6546,7264
12/05/2020,8754,8975,8476,8800
16/12/2020,19504,20896,19302,20832
10/02/2022,44781,45844,43250,44128
29/10/2021,61388,62952,60233,62560
02/11/2015,323,362,323,353
13/09/2016,606,610,605,609
18/09/2016,606,611,604,609
14/09/2016,609,611,606,609
19/09/2016,609,612,607,609
04/10/2016,612,613,609,609
02/10/2016,615,615,608,609
05/02/2019,3415,3429,3400,3425
16/06/2018,6552,6552,6336,6497
21/05/2020,9532,9597,8804,9057
06/12/2022,16939,17100,16916,16993
25/08/2022,21716,21800,21319,21601
26/03/2022,44458,44613,44124,44385
30/12/2021,47358,47912,45991,47201
21/10/2021,66420,66626,62283,62817
25/03/2024,65840,71086,65752,71010
21/09/2018,6419,6775,6340,6754
20/06/2018,6744,6811,6561,6754
08/11/2017,7026,7888,7016,7266
08/11/2019,9178,9247,8674,8802
10/08/2020,11635,12080,11525,11874
21/06/2021,35472,36109,31754,32610
21/02/2022,38335,39487,37243,38242
31/01/2022,37711,38742,36681,38498
28/09/2021,43056,43400,41136,41570
16/02/2022,44161,44768,43362,44130
06/09/2016,608,611,605,611
24/04/2020,7534,7616,7399,7523
10/10/2020,11044,11489,11026,11363
16/01/2021,35597,37929,35557,36707
18/08/2021,45515,46008,44242,44899
15/12/2021,47783,49494,46584,49251
19/02/2024,51791,52489,51708,51811
10/08/2024,60692,61444,59996,61027
13/04/2021,60023,63735,59755,63075
23/06/2024,64273,64491,63895,64099
28/11/2015,359,361,352,356
06/10/2016,612,614,611,612
05/10/2016,609,614,609,612
03/10/2016,609,614,609,612
16/03/2024,68870,70034,66648,66916
16/09/2018,6535,6536,6367,6500
08/02/2018,8165,8624,7541,8292
16/03/2018,8221,8603,7918,8548
25/02/2020,9593,9675,9283,9316
11/08/2019,11303,11463,11105,11364
25/06/2019,10897,11468,10806,11364
27/06/2022,21274,21507,20518,20836
25/08/2023,26006,26279,25771,25956
11/05/2022,31341,32132,29100,29284
17/05/2022,29560,30734,29451,30052
11/12/2023,43956,44042,40219,40804
04/02/2024,43049,43092,42556,42852
04/04/2021,58580,58582,56499,57956
30/08/2024,59257,59843,57835,58724
17/03/2017,1186,1192,1086,1125
14/10/2018,6200,6284,6191,6245
17/08/2018,6413,6556,6233,6501
19/11/2017,7751,8094,7685,8037
13/03/2018,8930,9476,8785,9061
01/06/2020,9513,9614,9388,9573
16/01/2018,13727,13935,10962,11109
20/12/2017,17729,17882,15818,16741
17/06/2023,26371,26756,26174,26469
07/11/2023,35027,35894,34546,35685
23/10/2021,61001,61727,59673,61029
10/07/2017,2538,2539,2370,2406
29/10/2018,6393,6416,6210,6246
08/03/2020,8891,8926,8177,8294
05/05/2018,9649,9947,9641,9830
20/06/2022,20103,21037,19625,20070
26/11/2024,94859,95134,90755,90982
18/10/2023,28521,28964,28168,28262
03/03/2021,47550,52601,47323,50534
03/10/2024,60189,61461,59861,61030
27/11/2015,347,365,346,359
01/10/2016,606,616,606,615
07/09/2016,611,616,609,615
01/08/2016,633,634,612,615
11/09/2017,4308,4353,4111,4199
08/07/2018,6542,6828,6514,6759
06/08/2020,11664,11912,11561,11879
04/11/2022,20259,21287,20165,21095
15/03/2023,25164,25269,23946,24423
02/06/2023,26864,27289,26535,27239
07/09/2021,51747,52913,42921,46695
22/11/2021,59700,59705,55770,55911
11/10/2024,59667,63402,59535,63079
02/12/2015,363,363,348,360
10/10/2016,616,619,614,616
07/10/2016,612,619,610,616
09/10/2016,619,620,615,616
27/06/2017,2337,2466,2269,2408
21/06/2017,2767,2781,2644,2664
15/09/2017,3362,3794,2977,3688
06/05/2019,5703,5779,5570,5736
04/04/2020,6778,6910,6668,6760
05/08/2018,6993,7081,6890,7016
09/04/2020,7317,7396,7122,7272
06/06/2018,7621,7674,7488,7528
15/01/2020,8694,8895,8559,8808
03/08/2019,10472,10916,10365,10856
02/11/2020,13831,13865,13223,13672
29/11/2022,16252,16530,16097,16488
06/07/2023,30441,31505,29897,30312
05/04/2024,68449,68731,66018,67433
25/05/2017,2470,2737,2267,2409
02/02/2019,3447,3454,3415,3433
30/01/2019,3401,3458,3373,3433
08/08/2017,3354,3486,3342,3433
15/11/2018,5416,5640,5202,5481
27/10/2020,13019,13760,13003,13673
08/01/2018,16151,16466,13944,14953
05/02/2023,23416,23447,22772,22889
23/12/2024,95492,96399,92403,93033
17/10/2023,28465,28635,28108,28521
28/11/2024,96625,96712,94688,94825
12/04/2023,30164,30500,29699,29801
08/12/2023,43241,44428,43113,44393
19/08/2021,44900,46750,43990,46697
04/12/2015,363,364,355,362
18/01/2017,897,915,851,874
08/09/2017,4613,4679,4202,4202
07/11/2018,6419,6537,6418,6506
26/05/2018,7425,7631,7366,7530
03/06/2020,9511,9646,9393,9578
18/07/2022,21029,22753,20759,21610
25/05/2023,26243,26600,25887,26474
11/02/2022,44130,44211,42084,42346
03/12/2015,360,371,356,363
01/12/2015,377,379,355,363
08/10/2016,616,620,616,619
05/04/2017,1140,1145,1113,1131
08/01/2020,8169,8461,7876,8043
26/01/2020,8349,8590,8286,8555
27/05/2019,8572,8940,8534,8811
14/04/2022,41074,41492,39600,39787
26/08/2021,48684,49350,46324,46955
16/11/2021,63918,64018,58674,59755
09/09/2016,625,628,618,620
07/07/2016,675,680,612,620
24/09/2017,3771,3787,3629,3692
12/05/2019,6941,7579,6773,7020
14/03/2018,9061,9349,8223,8300
18/06/2019,9303,9473,8938,9068
22/09/2022,19016,19485,18165,19308
09/07/2022,21792,22002,21320,21612
16/11/2023,37562,37964,35534,35948
24/01/2025,103322,107151,102325,104812
29/03/2022,47979,48114,46920,47724
28/03/2022,44854,48202,44757,47980
20/08/2024,59016,61376,58627,59500
02/07/2024,63235,63343,61743,61804
29/11/2015,356,365,355,365
12/12/2018,3347,3486,3326,3437
05/09/2017,4258,4519,4080,4461
27/10/2017,5893,5996,5689,5741
05/11/2017,7442,7599,7313,7533
23/05/2019,7934,7941,7476,7789
31/08/2019,9567,9692,9535,9581
15/07/2019,10488,10942,9874,10861
22/12/2017,15325,15919,10775,14445
29/10/2022,20613,21058,20566,20845
20/07/2022,23409,24265,22955,23661
11/07/2021,33421,34098,33048,33901
13/01/2024,43656,43845,41595,42861
20/09/2017,3908,4043,3845,3950
25/04/2019,5432,5509,5382,5486
11/06/2018,6841,6843,6641,6766
23/04/2020,7098,7760,7035,7534
08/12/2019,7516,7574,7396,7534
08/09/2019,10494,10591,10250,10350
28/09/2020,10736,10946,10709,10862
19/01/2023,20725,21186,20641,21102
12/05/2023,26851,27088,25855,26478
05/08/2023,28992,29105,28800,29038
17/07/2021,31915,31965,31180,31854
02/08/2024,63380,65538,62436,62574
05/07/2018,6682,6698,6450,6511
14/12/2017,16404,17169,16149,16495
26/11/2022,16517,16685,16421,16495
14/12/2022,17752,18357,17677,17775
03/08/2021,39172,39777,37655,37999
